"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"11";"Ottenbach";"Anzahl Einwohner/-innen am Jahresende";2973;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"12";"Rifferswil";"Anzahl Einwohner/-innen am Jahresende";1145;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"13";"Stallikon";"Anzahl Einwohner/-innen am Jahresende";3879;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"14";"Wettswil am Albis";"Anzahl Einwohner/-innen am Jahresende";5323;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"22";"Benken (ZH)";"Anzahl Einwohner/-innen am Jahresende";853;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"23";"Berg am Irchel";"Anzahl Einwohner/-innen am Jahresende";600;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"24";"Buch am Irchel";"Anzahl Einwohner/-innen am Jahresende";1032;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"25";"Dachsen";"Anzahl Einwohner/-innen am Jahresende";1971;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"26";"Dorf";"Anzahl Einwohner/-innen am Jahresende";721;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"27";"Feuerthalen";"Anzahl Einwohner/-innen am Jahresende";3811;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"28";"Flaach";"Anzahl Einwohner/-innen am Jahresende";1488;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"29";"Flurlingen";"Anzahl Einwohner/-innen am Jahresende";1514;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"31";"Henggart";"Anzahl Einwohner/-innen am Jahresende";2325;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"33";"Kleinandelfingen";"Anzahl Einwohner/-innen am Jahresende";2203;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"34";"Laufen-Uhwiesen";"Anzahl Einwohner/-innen am Jahresende";1813;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"35";"Marthalen";"Anzahl Einwohner/-innen am Jahresende";1953;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"37";"Ossingen";"Anzahl Einwohner/-innen am Jahresende";1703;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"38";"Rheinau";"Anzahl Einwohner/-innen am Jahresende";1290;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"39";"Thalheim an der Thur";"Anzahl Einwohner/-innen am Jahresende";1026;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"40";"Trüllikon";"Anzahl Einwohner/-innen am Jahresende";1095;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"41";"Truttikon";"Anzahl Einwohner/-innen am Jahresende";470;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"43";"Volken";"Anzahl Einwohner/-innen am Jahresende";384;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"51";"Bachenbülach";"Anzahl Einwohner/-innen am Jahresende";4316;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"52";"Bassersdorf";"Anzahl Einwohner/-innen am Jahresende";12186;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"53";"Bülach";"Anzahl Einwohner/-innen am Jahresende";24186;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"54";"Dietlikon";"Anzahl Einwohner/-innen am Jahresende";8036;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"55";"Eglisau";"Anzahl Einwohner/-innen am Jahresende";5667;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"56";"Embrach";"Anzahl Einwohner/-innen am Jahresende";10308;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"57";"Freienstein-Teufen";"Anzahl Einwohner/-innen am Jahresende";2379;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"58";"Glattfelden";"Anzahl Einwohner/-innen am Jahresende";5406;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"59";"Hochfelden";"Anzahl Einwohner/-innen am Jahresende";1987;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"60";"Höri";"Anzahl Einwohner/-innen am Jahresende";3509;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"61";"Hüntwangen";"Anzahl Einwohner/-innen am Jahresende";1107;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"62";"Kloten";"Anzahl Einwohner/-innen am Jahresende";21272;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"63";"Lufingen";"Anzahl Einwohner/-innen am Jahresende";2840;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"64";"Nürensdorf";"Anzahl Einwohner/-innen am Jahresende";5788;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"65";"Oberembrach";"Anzahl Einwohner/-innen am Jahresende";1105;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"66";"Opfikon";"Anzahl Einwohner/-innen am Jahresende";21553;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"67";"Rafz";"Anzahl Einwohner/-innen am Jahresende";4766;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"68";"Rorbas";"Anzahl Einwohner/-innen am Jahresende";3012;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"69";"Wallisellen";"Anzahl Einwohner/-innen am Jahresende";17625;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"70";"Wasterkingen";"Anzahl Einwohner/-innen am Jahresende";577;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"71";"Wil (ZH)";"Anzahl Einwohner/-innen am Jahresende";1577;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"72";"Winkel";"Anzahl Einwohner/-innen am Jahresende";4929;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"81";"Bachs";"Anzahl Einwohner/-innen am Jahresende";648;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"82";"Boppelsen";"Anzahl Einwohner/-innen am Jahresende";1446;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"83";"Buchs (ZH)";"Anzahl Einwohner/-innen am Jahresende";6664;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"84";"Dällikon";"Anzahl Einwohner/-innen am Jahresende";4387;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"85";"Dänikon";"Anzahl Einwohner/-innen am Jahresende";1867;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"86";"Dielsdorf";"Anzahl Einwohner/-innen am Jahresende";6391;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"87";"Hüttikon";"Anzahl Einwohner/-innen am Jahresende";974;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"88";"Neerach";"Anzahl Einwohner/-innen am Jahresende";3316;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"89";"Niederglatt";"Anzahl Einwohner/-innen am Jahresende";5341;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"90";"Niederhasli";"Anzahl Einwohner/-innen am Jahresende";9611;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"91";"Niederweningen";"Anzahl Einwohner/-innen am Jahresende";3238;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"92";"Oberglatt";"Anzahl Einwohner/-innen am Jahresende";7595;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"93";"Oberweningen";"Anzahl Einwohner/-innen am Jahresende";1891;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"94";"Otelfingen";"Anzahl Einwohner/-innen am Jahresende";3001;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"95";"Regensberg";"Anzahl Einwohner/-innen am Jahresende";462;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"96";"Regensdorf";"Anzahl Einwohner/-innen am Jahresende";19676;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"97";"Rümlang";"Anzahl Einwohner/-innen am Jahresende";8194;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"98";"Schleinikon";"Anzahl Einwohner/-innen am Jahresende";870;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"99";"Schöfflisdorf";"Anzahl Einwohner/-innen am Jahresende";1391;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"100";"Stadel";"Anzahl Einwohner/-innen am Jahresende";2357;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"101";"Steinmaur";"Anzahl Einwohner/-innen am Jahresende";3714;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"102";"Weiach";"Anzahl Einwohner/-innen am Jahresende";2123;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
"111";"Bäretswil";"Anzahl Einwohner/-innen am Jahresende";5142;"Einwohner/Innen";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Politische Gemeinden";"2023-01-01";"27864";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27864_de.html"
