"arten","funk","d","f","i","e","dim","model"
"312.2","","Veräusserung: Vorräte","Cession de stocks","Cessione: scorte","Disposal: Inventories","transaktionen","fs"
"313.2","","Veräusserung: Wertsachen","Cession d'objets de valeur","Cessione: oggetti di valore","Disposal: Valuables","transaktionen","fs"
"314.2","","Veräusserung: nichtproduzierte Vermögensgüter","Cession d'actifs non produits","Cessione: attività non finanziarie non prodotte","Disposal: Nonproduced assets","transaktionen","fs"
"31.3","","Wertverzehr: Vermögensgüter","Consommation de capital fixe","CAR: attività reali","CFC: non-financial assets","transaktionen","fs"
"311.3","","Wertverzehr: Anlagegüter","CCF: actifs fixes","CAR: capitale fisso","CFC: Fixed assets","transaktionen","fs"
"3111.3","","Wertverzehr: Hoch- und Tiefbauten","CCF: bâtiments et ouvrages de génie civil","CAR: opere edili e del genio civile","CFC: Buildings and structures","transaktionen","fs"
"3112.3","","Wertverzehr: Ausrüstungsgüter","CCF: machines et équipement","CAR: impianti e macchinari","CFC: Machinery and equipment","transaktionen","fs"
"","","Wertverzehr: sonstige Anlagegüter, Waffensysteme","CCF: autres actifs fixes, systèmes d'armes militaires","CAR: altro capitale fisso, armamenti","CFC: other fixed assets, weapons systems","transaktionen","fs"
"312.3","","Wertverzehr: Vorräte","CCF: stocks","CAR: scorte","CFC: Inventories","transaktionen","fs"
"313.3","","Wertverzehr: Wertsachen","CCF: objets de valeur","CAR: oggetti di valore","CFC: Valuables","transaktionen","fs"
"314.3","","Wertverzehr: nichtproduzierte Vermögensgüter","CCF: actifs non produits","CAR: beni materiali non prodotti","CFC: Nonproduced assets","transaktionen","fs"
"","","Forderungen","Créances","Attività finanziarie","Transactions in financial assets","transaktionen","fs"
"320","","Forderungen","Créances ","Attività finanziarie","Domestic & external","transaktionen","fs"
"3201","","Währungsgold und Sonderziehungsrechte","Or monétaire et DTS","Oro monetario e diritti speciali di prelievo","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3202","","Bargeld und Einlagen ","Numéraire et dépôts ","Biglietti, monete e depositi","Currency and deposits","transaktionen","fs"
"3203","","Schuldtitel","Titres de créance","Titoli di debito","Debt securities","transaktionen","fs"
"3204","","Kredite","Crédits ","Prestiti","Loans","transaktionen","fs"
"3205","","Anteilsrechte und Anteile an Investmentfonds","Actions et parts de fonds d'investissement","Partecipazioni e quote di fondi di investimento","Equity and investment fund shares","transaktionen","fs"
"3206","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard ","Assicurazioni, pensioni e garanzie standard","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3207","","Finanzderivate und Mitarbeiteraktienoptionen","Produits financiers dérivés et options sur titres des salariés","Strumenti finanziari derivati e stock option conferite ai dipendenti","Financial derivatives and employee stock options","transaktionen","fs"
"3208","","Sonstige Forderungen","Autres comptes à recevoir","Altri conti attivi","Other accounts receivable","transaktionen","fs"
"32081","","Handelskredite und Anzahlungen","Crédits commerciaux et avances","Crediti commerciali e anticipazioni","Trade credit and advances","transaktionen","fs"
"32082","","Sonstige Forderungen, n.a.g.","Autres comptes à recevoir, n.c.a.","Altri conti attivi, n.m.a.","Miscellaneous other accounts receivable","transaktionen","fs"
"321","","Forderungen, Inland","Créances, intérieur","Conti attivi, interno","Domestic","transaktionen","fs"
"3211","","Währungsgold und Sonderziehungsrechte, Inland","Or monétaire et DTS, intérieur","Oro monetario e diritti speciali di prelievo, interno","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3212","","Bargeld und Einlagen, Inland","Numéraire et dépôts, intérieur","Biglietti, monete e depositi, interno","Currency and deposits","transaktionen","fs"
"3213","","Schuldtitel, Inland","Titres de créance, intérieur","Titoli di debito, interno","Debt securities","transaktionen","fs"
"3214","","Kredite, Inland","Crédits, intérieur","Prestiti, interno","Loans","transaktionen","fs"
"3215","","Anteilsrechte und Anteile an Investmentfonds, Inland","Actions et parts de fonds d'investissement, intérieur","Partecipazioni e quote di fondi di investimento, interno","Equity and investment fund shares","transaktionen","fs"
"3216","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme, Inland","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard, intérieur ","Assicurazioni, pensioni e garanzie standard, interno","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3217","","Finanzderivate und Mitarbeiteraktienoptionen, Inland","Produits financiers dérivés et options sur titres des salariés, intérieur","Strumenti finanziari derivati e stock option conferite ai dipendenti, interno","Financial derivatives and employee stock options","transaktionen","fs"
"3218","","Sonstige Forderungen, Inland","Autres comptes à recevoir, intérieur","Altri conti attivi, interno","Other accounts receivable","transaktionen","fs"
"32181","","Handelskredite und Anzahlungen, Inland","Crédits commerciaux et avances, intérieur","Crediti commerciali e anticipazioni, interno","Trade credit and advances","transaktionen","fs"
"32182","","Sonstige Forderungen, n.a.g., Inland","Autres comptes à recevoir, n.c.a., intérieur","Altri conti attivi, n.m.a., interno","Miscellaneous other accounts receivable","transaktionen","fs"
"322","","Forderungen, Ausland","Créances, extérieur","Conti attivi, estero","External","transaktionen","fs"
"3221","","Währungsgold und Sonderziehungsrechte, Ausland","Or monétaire et DTS, extérieur","Oro monetario e diritti speciali di prelievo, estero","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3222","","Bargeld und Einlagen, Ausland","Numéraire et dépôts, extérieur","Biglietti, monete e depositi, estero","Currency and deposits","transaktionen","fs"
"3223","","Schuldtitel, Ausland","Titres de créance, extérieur","Titoli di debito, estero","Debt securities","transaktionen","fs"
"3224","","Kredite, Ausland","Crédits, extérieur","Prestiti, estero","Loans","transaktionen","fs"
"3225","","Anteilsrechte und Anteile an Investmentfonds, Ausland","Actions et parts de fonds d'investissement, extérieur","Partecipazioni e quote di fondi di investimento, estero","Equity and investment fund shares","transaktionen","fs"
"3226","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme, Ausland","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard, extérieur","Assicurazioni, pensioni e garanzie standard, estero","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3227","","Finanzderivate und Mitarbeiteraktienoptionen, Ausland","Produits financiers dérivés et options sur titres des salariés, extérieur","Strumenti finanziari derivati e stock option conferite ai dipendenti, estero ","Financial derivatives and employee stock options","transaktionen","fs"
"3228","","Sonstige Forderungen, Ausland","Autres comptes à recevoir, extérieur","Altri conti attivi, estero","Other accounts receivable","transaktionen","fs"
"32281","","Handelskredite und Anzahlungen, Ausland","Crédits commerciaux et avances, extérieur","Crediti commerciali e anticipazioni, estero","Trade credit and advances","transaktionen","fs"
"32282","","Sonstige Forderungen, n.a.g., Ausland","Autres comptes à recevoir, n.c.a., extérieur","Altri conti attivi, n.m.a., estero","Miscellaneous other accounts receivable","transaktionen","fs"
"","","Verbindlichkeiten","Engagements","Passività","Liabilities","transaktionen","fs"
"330","","Verbindlichkeiten","Engagements ","Passività","Domestic & external","transaktionen","fs"
"3301","","Währungsgold und Sonderziehungsrechte","Or monétaire et DTS","Oro monetario e diritti speciali di prelievo","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3302","","Bargeld und Einlagen ","Numéraire et dépôts ","Biglietti, monete e depositi","Currency and deposits","transaktionen","fs"
"3303","","Schuldtitel","Titres de créance","Titoli di debito","Debt securities","transaktionen","fs"
"3304","","Kredite","Crédits ","Prestiti","Loans","transaktionen","fs"
"3305","","Anteilsrechte und Anteile an Investmentfonds","Actions et parts de fonds d'investissement","Partecipazioni e quote di fondi di investimento","Equity and investment fund shares","transaktionen","fs"
"3306","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard","Assicurazioni, pensioni, garanzie standard","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3307","","Finanzderivate und Mitarbeiteraktienoptionen","Produits financiers dérivés et options sur titres des salariés","Strumenti finanziari derivati e stock option conferite ai dipendenti","Financial derivatives and employee stock options","transaktionen","fs"
"3308","","Sonstige Verbindlichkeiten","Autres comptes à payer ","Altri conti passivi","Other accounts payable","transaktionen","fs"
"33081","","Handelskredite und Anzahlungen","Crédits commerciaux et avances","Crediti commerciali e anticipazioni","Trade credit and advances","transaktionen","fs"
"33082","","Sonstige Verbindlichkeiten, n.a.g.","Autres comptes à payer, n.c.a.","Altri conti passivi, n.m.a.","Miscellaneous other accounts payable","transaktionen","fs"
"331","","Verbindlichkeiten, Inland","Engagements, intérieur","Conti passivi, interno","Domestic","transaktionen","fs"
"3311","","Währungsgold und Sonderziehungsrechte, Inland","Or monétaire et DTS, intérieur","Oro monetario e diritti speciali di prelievo, interno","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3312","","Bargeld und Einlagen, Inland","Numéraire et dépôts, intérieur","Biglietti, monete e depositi, interno","Currency and deposits","transaktionen","fs"
"3313","","Schuldtitel, Inland","Titres de créance, intérieur","Titoli di debito, interno","Debt securities","transaktionen","fs"
"3314","","Kredite, Inland","Crédits, intérieur","Prestiti, interno","Loans","transaktionen","fs"
"3315","","Anteilsrechte und Anteile an Investmentfonds, Inland","Actions et parts de fonds d'investissement, intérieur","Partecipazioni e quote di fondi di investimento, interno","Equity and investment fund shares","transaktionen","fs"
"3316","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme, Inland","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard, intérieur ","Assicurazioni, pensioni e garanzie standard, interno","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3317","","Finanzderivate und Mitarbeiteraktienoptionen, Inland","Produits financiers dérivés et options sur titres des salariés, intérieur","Strumenti finanziari derivati e stock option conferite ai dipendenti","Financial derivatives and employee stock options","transaktionen","fs"
"3318","","Sonstige Verbindlichkeiten, Inland","Autres comptes à payer, intérieur","Altri conti passivi, interno","Other accounts payable","transaktionen","fs"
"33181","","Handelskredite und Anzahlungen, Inland","Crédits commerciaux et avances, intérieur","Crediti commerciali e anticipazioni, interno","Trade credit and advances","transaktionen","fs"
"33182","","Sonstige Verbindlichkeiten, n.a.g., Inland","Autres comptes à payer, n.c.a., intérieur","Altri conti passivi, n.m.a., interno","Miscellaneous other accounts payable","transaktionen","fs"
"332","","Verbindlichkeiten, Ausland","Engagements, extérieur","Conti passivi, estero","External","transaktionen","fs"
"3321","","Währungsgold und Sonderziehungsrechte, Ausland","Or monétaire et DTS, extérieur","Oro monetario e diritti speciali di prelievo, estero","Monetary gold and Special Drawing Rights (SDRs)","transaktionen","fs"
"3322","","Bargeld und Einlagen, Ausland","Numéraire et dépôts, extérieur","Biglietti, monete e depositi, estero","Currency and deposits","transaktionen","fs"
"3323","","Schuldtitel, Ausland","Titres de créance, extérieur","Titoli di debito, estero","Debt securities","transaktionen","fs"
"3324","","Kredite, Ausland","Crédits, extérieur","Prestiti, estero","Loans","transaktionen","fs"
"3325","","Anteilsrechte und Anteile an Investmentfonds, Ausland","Actions et parts de fonds d'investissement, extérieur","Partecipazioni e quote di fondi di investimento, estero","Equity and investment fund shares","transaktionen","fs"
"3326","","Versicherungs-, Alterssicherungs- und Standardgarantie-Systeme, Ausland","Systèmes d'assurances, d'assurance-vieillesse et de garanties standard, extérieur ","Assicurazioni, pensioni e garanzie standard, estero","Insurance, pension, and standardized guarantee schemes","transaktionen","fs"
"3327","","Finanzderivate und Mitarbeiteraktienoptionen, Ausland","Produits financiers dérivés et options sur titres des salariés, extérieur","Strumenti finanziari derivati e stock option conferite ai dipendenti","Financial derivatives and employee stock options","transaktionen","fs"
"3328","","Sonstige Verbindlichkeiten, Ausland","Autres comptes à payer, extérieur","Altri conti passivi, estero","Other accounts payable","transaktionen","fs"
"33281","","Handelskredite und Anzahlungen, Ausland","Crédits commerciaux et avances, extérieur","Crediti commerciali e anticipazioni, estero","Trade credit and advances","transaktionen","fs"
"33282","","Sonstige Verbindlichkeiten, n.a.g., Ausland","Autres comptes à payer, n.c.a., extérieur","Altri conti passivi, n.m.a., estero","Miscellaneous other accounts payable","transaktionen","fs"
