"arten","funk","d","f","i","e","dim","model"
"3603","","Einnahmensanteile an öffentlichen Sozialversicherungen","Parts de recettes destinées aux assurances sociales publiques","Partecipazioni di assicurazioni sociali pubbliche a entrate","Revenue shares for social security funds","ausgaben","fs"
"3604","","Einnahmensanteile an öffentlichen Unternehmen","Parts de recettes destinées aux entreprises publiques","Partecipazioni di imprese pubbliche a entrate","Revenue shares for public corporations","ausgaben","fs"
"361","","Entschädigungen","Indemnités","Indennizzi","Compensation","ausgaben","fs"
"3610","","Entschädigungen an Bund","Indemnités à la Confédération","Indennizzi alla Confederazione","Compensation for the Confederation","ausgaben","fs"
"3611","","Entschädigungen an Kantone und Konkordate","Indemnités aux cantons et aux concordats","Indennizzi a Cantoni e Concordati","Compensation for cantons and concordats","ausgaben","fs"
"3612","","Entschädigungen an Gemeinden und Gemeindezweckverbände","Indemnités aux communes et aux syndicats intercommunaux","Indennizzi a Comuni e consorzi comunali","Compensation for municipalities and special purpose entities","ausgaben","fs"
"3613","","Entschädigungen an öffentliche Sozialversicherungen","Indemnités aux assurances sociales publiques","Indennizzi ad assicurazioni sociali pubbliche","Compensation for social security funds","ausgaben","fs"
"3614","","Entschädigungen an öffentlichen Unternehmen","Indemnités aux entreprises publiques","Indennizzi a imprese pubbliche","Compensation for public corporations","ausgaben","fs"
"362","","Finanz- und Lastenausgleich","Péréquation financière et compensation des charges","Perequazione finanziaria e compensazione degli oneri","Fiscal equalization and cost compensation","ausgaben","fs"
"3620","","Finanz- und Lastenausgleich an Bund","Péréquation financière et compensation des dépenses à la Confédération","Perequazione finanziaria e compensazione degli oneri alla Confederazione","Fiscal equalization and cost compensation for the Confederation","ausgaben","fs"
"3621","","Finanz- und Lastenausgleich an Kantone","Péréquation financière et compensation des charges aux cantons","Perequazione finanziaria e compensazione degli oneri a Cantoni e concordati","Fiscal equalization and cost compensation for cantons","ausgaben","fs"
"36211","","Ressourcenausgleich","Péréquation des ressources","Perequazione delle risorse","Resource equalization","ausgaben","fs"
"36212","","Sozio-demografischer Lastenausgleich","Compensation des charges excessives dues à des facteurs socio-démographiques","Compensazione degli oneri eccessivi dovuti a fattori sociodemografici","Socio-demographic cost compensation","ausgaben","fs"
"36213","","Geografisch-topografischer Lastenausgleich","Compensation des charges excessives dues à des facteurs géo-topographiques","Compensazione degli oneri eccessivi dovuti a fattori geotopografici","Geographical/topographic cost compensation","ausgaben","fs"
"36214","","Härteausgleich","Compensation des cas de rigueur","Compensazione dei casi di rigore","Cohesion fund","ausgaben","fs"
"36215","","Vertikaler Finanzausgleich von Gemeinde an Kanton","Péréquation financière verticale des communes au canton","Perequazione finanziaria verticale da Comuni a Cantone","Vertical fiscal equalization between municipalities and cantons","ausgaben","fs"
"36216","","Vertikaler Lastenausgleich von Gemeinde an Kanton","Compensation verticale des charges des communes au canton","Compensazione verticale degli oneri da Comuni a Cantone","Vertical cost compensation between municipalities and cantons","ausgaben","fs"
"36217","","Weitergabe Ressourcen- und Härteausgleich der Geberkantone","Transmission de la péréquation des ressources et compensation des cas de rigueur des cantons contributeurs","Trasferimento dai Cantoni donatori della perequazione delle risorse e compensazione dei casi di rigore","Forwarding of resource equalization and cohesion fund from donor cantons","ausgaben","fs"
"36219","","Übrige Massnahmen des Finanzausgleichs","Autres mesures liées à la péréquation financière","Rimanenti misure della perequazione finanziaria","Other measures of the fiscal equalization","ausgaben","fs"
"3622","","Finanz- und Lastenausgleich an Gemeinden","Péréquation financière et compensation des charges aux communes","Perequazione finanziaria e compensazione degli oneri a Comuni","Fiscal equalization and cost compensation for municipalities","ausgaben","fs"
"36221","","Weitergabe eines Anteils am Ressourcenausgleich an Gemeinden","Transmission d'une part de la péréquation des ressources aux communes","Trasferimento ai Comuni di una percentuale della perequazione delle risorse","Forwarding of a share in resource equalization to municipalities","ausgaben","fs"
"36222","","Weitergabe eines Anteils am sozio-demografischen Ausgleich an Gemeinden","Transmission d'une part de la compensation des charges excessives dues à des facteurs socio-démographiques aux communes","Trasferimento ai Comuni di una percentuale della perequazione sociodemografica","Forwarding of a share in socio-demographic equalization to municipalities","ausgaben","fs"
"36223","","Weitergabe eines Anteils am geografisch-topografischen Ausgleich an Gemeinden","Transmission d'une part de la compensation des charges excessives dues à des facteurs géo-topographiques aux communes","Trasferimento ai Comuni di una percentuale della perequazione geotopografica","Forwarding of a share in geographical/topographic equalization to municipalities","ausgaben","fs"
"36224","","Weitergabe eines Anteils am Härteausgleich an Gemeinden","Transmission d'une part de la compensation des cas de rigueur aux communes","Trasferimento ai Comuni di una percentuale della compensazione dei casi di rigore","Forwarding of a share in cohesion fund to municipalities","ausgaben","fs"
"36225","","Innerkantonaler vertikaler Finanzausgleich","Péréquation financière intracantonale verticale","Perequazione finanziaria intracantonale verticale","Intra-cantonal vertical fiscal equalization","ausgaben","fs"
"36226","","Innerkantonaler vertikaler Lastenausgleich","Compensation des charges intracantonale verticale","Compensazione degli oneri intracantonale verticale","Intra-cantonal vertical cost compensation","ausgaben","fs"
"36227","","Horizontaler Finanzausgleich von Gemeinde an Gemeinde","Péréquation financière horizontale : transferts entre communes","Perequazione finanziaria horizontale da Comune a Comune","Horizontal fiscal equalization between municipalities","ausgaben","fs"
"36228","","Horizontaler Lastenausgleich von Gemeinde an Gemeinde","Compensation horizontale des charges : transferts entre communes","Compensazione horizontale degli oneri da Comune a Comune","Horizontal cost compensation between municipalities","ausgaben","fs"
"3624","","Finanz- und Lastenausgleich an öffentliche Unternehmen","Péréquation financière et compensation des charges aux entreprises publiques","Perequazione finanziaria e compensazione degli oneri a imprese pubbliche","Fiscal equalization and cost compensation for public corporations","ausgaben","fs"
"3629","","Finanzausgleich n.a.g.","Péréquation financière n.c.a.","Perequazione finanziaria n.m.a.","Fiscal equalization n.e.c.","ausgaben","fs"
"363","","Beiträge an Gemeinwesen und Dritte","Contributions aux collectivités publiques et tiers","Contributi a enti pubblici e a terzi","Contributions to public authorities and third parties","ausgaben","fs"
"3630","","Beiträge an den Bund","Contributions à la Confédération","Contributi alla Confederazione","Contributions to the Confederation","ausgaben","fs"
"3631","","Beiträge an Kantone und Konkordate","Contributions aux cantons et concordats","Contributi a Cantoni e Concordati","Contributions to cantons and concordats","ausgaben","fs"
"3632","","Beiträge an Gemeinden und Gemeindezweckverbände","Contributions aux communes et syndicats intercommunaux","Contributi a Comuni e consorzi comunali","Contributions to municipalities and special purpose entities","ausgaben","fs"
"3633","","Beiträge an öffentliche Sozialversicherungen","Contributions aux assurances sociales publiques","Contributi ad assicurazioni sociali pubbliche","Contributions to social security funds","ausgaben","fs"
"3634","","Beiträge an öffentliche Unternehmen","Contributions aux entreprises publiques","Contributi a imprese pubbliche","Contributions to public corporations","ausgaben","fs"
"3635","","Beiträge an private Unternehmen","Contributions aux entreprises privées","Contributi a imprese private","Contributions to private corporations","ausgaben","fs"
"3636","","Beiträge an private Organisationen ohne Erwerbszweck","Contributions aux organisations privées à but non lucratif","Contributi a organizzazioni private senza scopo di lucro","Contributions to private non-profit organizations","ausgaben","fs"
"3637","","Beiträge an private Haushalte","Contributions aux ménages privés","Contributi a economie domestiche private","Contributions to households","ausgaben","fs"
"3638","","Beiträge an das Ausland","Contributions à l'étranger","Contributi all’estero","Contributions abroad","ausgaben","fs"
"3639","","Stipendien","Bourses","Borse di studio","Scholarships","ausgaben","fs"
"369","","Übrige Transferausgaben","Autres dépenses de transfert","Rimanenti in conto capitale","Other transfer expenditure","ausgaben","fs"
"38","","Ausserordentliche Ausgaben","Dépenses extraordinaires","Uscite straordinarie","Extraordinary expenditure","ausgaben","fs"
"380","","Ausserordentliche Personalausgaben","Dépenses de personnel extraordinaires","Uscite straordinarie per il personale","Extraordinary personnel expenditure","ausgaben","fs"
"381","","Ausserordentliche Sach- und Betriebsausgaben","Dépenses de biens et services et dépenses d'exploitation extraordinaires","Uscite straordinarie per beni e servizi e d’esercizio","Extraordinary general, administrative and operating expenditure","ausgaben","fs"
"384","","Ausserordentliche Finanzausgaben","Dépenses financières extraordinaires","Uscite finanziarie straordinarie","Extraordinary financial expenditure","ausgaben","fs"
"386","","Ausserordentliche Transferausgaben","Dépenses de transfert extraordinaires","Uscite di riversamento straordinarie","Extraordinary transfer expenditure","ausgaben","fs"
"3860","","Ausserordentliche Transferausgaben; Bund","Dépenses de transfert extraordinaires; Confédération","Uscite di riversamento straordinarie; Confederazione","Extraordinary transfer expenditure; Confederation","ausgaben","fs"
"3861","","Ausserordentliche Transferausgaben; Kantone und Konkordate","Dépenses de transfert extraordinaires; cantons et concordats","Uscite di riversamento straordinarie; Cantoni e Concordati","Extraordinary transfer expenditure; cantons and concordats","ausgaben","fs"
"3862","","Ausserordentliche Transferausgaben; Gemeinden und Gemeindezweckverbände","Dépenses de transfert extraordinaires; communes et syndicats intercommunaux","Uscite di riversamento straordinarie; Comuni e consorzi comunali","Extraordinary transfer expenditure; municipalities and special purpose entities","ausgaben","fs"
"3863","","Ausserordentliche Transferausgaben; öffentliche Sozialversicherungen","Dépenses de transfert extraordinaires; assurances sociales publiques","Uscite di riversamento straordinarie; assicurazioni sociali pubbliche","Extraordinary transfer expenditure; social security funds","ausgaben","fs"
"3864","","Ausserordentliche Transferausgaben; öffentliche Unternehmen","Dépenses de transfert extraordinaires; entreprises publiques","Uscite di riversamento straordinarie; imprese pubbliche","Extraordinary transfer expenditure; public corporations","ausgaben","fs"
"3865","","Ausserordentliche Transferausgaben; private Unternehmen","Dépenses de transfert extraordinaires; entreprises privées","Uscite di riversamento straordinarie; imprese private","Extraordinary transfer expenditure; private corporations","ausgaben","fs"
"3866","","Ausserordentliche Transferausgaben; private Organisationen ohne Erwerbszweck","Dépenses de transfert extraordinaires; organisations privées à but non lucratif","Uscite di riversamento straordinarie; organizzazioni private senza scopo di lucro","Extraordinary transfer expenditure; private non-profit organizations","ausgaben","fs"
"3867","","Ausserordentliche Transferausgaben; private Haushalte","Dépenses de transfert extraordinaires; ménages privés","Uscite di riversamento straordinarie; economie domestiche private","Extraordinary transfer expenditure; households","ausgaben","fs"
"3868","","Ausserordentliche Transferausgaben; Ausland","Dépenses de transfert extraordinaires; étranger","Uscite di riversamento straordinarie; estero","Extraordinary transfer expenditure; abroad","ausgaben","fs"
"5","","Investitionsausgaben","Dépenses d'investissement","Uscite per investimenti","Investment expenditure","ausgaben","fs"
"50","","Sachanlagen","Immobilisations corporelles","Investimenti materiali","Tangible fixed assets","ausgaben","fs"
"500","","Investitionsausgaben, Grundstücke","Dépenses d'investissement, biens-fonds","Uscite per investimenti, fondi","Investment expenditure, land","ausgaben","fs"
"503","","Investitionsausgaben, Tiefbau","Dépenses d'investissement, travaux de génie civil","Uscite per investimenti, opere del genio civile","Investment expenditure, civil engineering works","ausgaben","fs"
"504","","Investitionsausgaben, Hochbauten","Dépenses d'investissement, terrains bâtis","Uscite per investimenti, opere edili","Investment expenditure, building construction","ausgaben","fs"
"505","","Investitionsausgaben, Waldungen","Dépenses d'investissement, forêts","Uscite per investimenti, foreste","Investment expenditure, forests","ausgaben","fs"
"506","","Investitionsausgaben, Mobilien","Dépenses d'investissement, biens meubles","Uscite per investimenti, beni mobili","Investment expenditure, property, plant and equipment","ausgaben","fs"
"509","","Investitionsausgaben, übrige Sachanlagen","Dépenses d'investissement, autres immobilisations corporelles","Uscite per investimenti, rimanenti investimenti materiali","Investment expenditure, other tangible fixed assets","ausgaben","fs"
"51","","Investitionen auf Rechnung Dritter","Investissements pour le compte de tiers","Investimenti per conto di terzi","Investments on behalf of third parties","ausgaben","fs"
"510","","Investitionen Dritter, Grundstücke","Investissements pour le compte de tiers, biens-fonds","Investimenti di terzi, fondi","Third-party investments, land","ausgaben","fs"
"513","","Investitionen Dritter, Tiefbau","Investissements pour le compte de tiers, travaux de génie civil","Investimenti di terzi, opere del genio civile","Third-party investments, civil engineering works","ausgaben","fs"
"514","","Investitionen Dritter, Hochbauten","Investissements pour le compte de tiers, terrains bâtis","Investimenti di terzi, opere edili","Third-party investments, building construction","ausgaben","fs"
"515","","Investitionen Dritter, Waldungen","Investissements pour le compte de tiers, forêts","Investimenti di terzi, foreste","Third-party investments, forests","ausgaben","fs"
"516","","Investitionen Dritter, Mobilien","Investissements pour le compte de tiers, biens meubles","Investimenti di terzi, beni mobili","Third-party investments, property, plant and equipment","ausgaben","fs"
"519","","Investitionen Dritter, übrige Sachanlagen","Investissements pour le compte de tiers, autres immobilisations corporelles","Investimenti di terzi, rimanenti investimenti materiali","Third-party investments, other tangible fixed assets","ausgaben","fs"
"52","","Investitionen, immaterielle Anlagen","Investissements, immobilisations incorporelles","Investimenti immateriali","Investments, intangible fixed assets","ausgaben","fs"
"520","","Investitionen, Software","Investissements, logiciels","Investimenti, software","Investments, software","ausgaben","fs"
"521","","Investitionen, Lizenzen, Nutzungsrechte, Markenrechte","Investissements, licences, droits d'utilisation, droit des marques","Investimenti, licenze, diritti d'uso, diritti di marchio","Investments, licenses, rights of use, brand rights","ausgaben","fs"
"529","","Investitionen, übrige immaterielle Anlagen","Investissements, autres immobilisations incorporelles","Investimenti, rimanenti investimenti immateriali","Investments, other intangible fixed assets","ausgaben","fs"
"53","","Darlehen und Beteiligungen n.a.g.","Prêts et participations n.c.a.","Mutui e partecipazioni n.m.a.","Loans and financial interests n.e.c.","ausgaben","fs"
"530","","Darlehen und Beteiligungen n.a.g., Bund","Prêts et participations n.c.a., Confédération","Mutui e partecipazioni n.m.a., Confederazione","Loans and financial interests n.e.c., Confederation","ausgaben","fs"
"531","","Darlehen und Beteiligungen n.a.g., Kantone und Konkordate","Prêts et participations n.c.a., cantons et concordats","Mutui e partecipazioni n.m.a., Cantoni e Concordati","Loans and financial interests n.e.c., cantons and concordats","ausgaben","fs"
"532","","Darlehen und Beteiligungen n.a.g., Gemeinden und Gemeindezweckverbände","Prêts et participations n.c.a., communes et syndicats intercommunaux","Mutui e partecipazioni n.m.a., Comuni e consorzi comunali","Loans and financial interests n.e.c., municipalities and special purpose entities","ausgaben","fs"
"533","","Darlehen und Beteiligungen n.a.g., öffentliche Sozialversicherungen","Prêts et participations n.c.a., assurances sociales publiques","Mutui e partecipazioni n.m.a., assicurazioni sociali pubbliche","Loans and financial interests n.e.c., social security funds","ausgaben","fs"
"534","","Darlehen und Beteiligungen n.a.g., öffentliche Unternehmen","Prêts et participations n.c.a., entreprises publiques","Mutui e partecipazioni n.m.a., imprese pubbliche","Loans and financial interests n.e.c., public corporations","ausgaben","fs"
"535","","Darlehen und Beteiligungen n.a.g., private Unternehmen","Prêts et participations n.c.a., entreprises privées","Mutui e partecipazioni n.m.a., imprese private","Loans and financial interests n.e.c., private corporations","ausgaben","fs"
"536","","Darlehen und Beteiligungen n.a.g., private Organisationen ohne Erwerbszweck","Prêts et participations n.c.a., organisations privées à but non lucratif","Mutui e partecipazioni n.m.a., organizzazioni private senza scopo di lucro","Loans and financial interests n.e.c., private non-profit organizations","ausgaben","fs"
"537","","Darlehen und Beteiligungen n.a.g., private Haushalte","Prêts et participations n.c.a., ménages privés","Mutui e partecipazioni n.m.a., economie domestiche private","Loans and financial interests n.e.c., households","ausgaben","fs"
"538","","Darlehen und Beteiligungen n.a.g., Ausland","Prêts et participations n.c.a., étranger","Mutui e partecipazioni n.m.a., estero","Loans and financial interests n.e.c., abroad","ausgaben","fs"
"54","","Darlehen","Prêts","Mutui","Loans","ausgaben","fs"
"540","","Darlehen, Bund","Prêts, Confédération","Mutui, Confederazione","Loans, Confederation","ausgaben","fs"
"541","","Darlehen, Kantone und Konkordate","Prêts, cantons et concordats","Mutui, Cantoni e Concordati","Loans, cantons and concordats","ausgaben","fs"
"542","","Darlehen, Gemeinden und Gemeindezweckverbände","Prêts, communes et syndicats intercommunaux","Mutui, Comuni e consorzi comunali","Loans, municipalities and special purpose entities","ausgaben","fs"
"543","","Darlehen, öffentliche Sozialversicherungen","Prêts, assurances sociales publiques","Mutui, assicurazioni sociali pubbliche","Loans, social security funds","ausgaben","fs"
"544","","Darlehen, öffentliche Unternehmen","Prêts, entreprises publiques","Mutui, imprese pubbliche","Loans, public corporations","ausgaben","fs"
"545","","Darlehen, private Unternehmen","Prêts, entreprises privées","Mutui, imprese private","Loans, private corporations","ausgaben","fs"
"546","","Darlehen, private Organisationen ohne Erwerbszweck","Prêts, organisations privées à but non lucratif","Mutui, organizzazioni private senza scopo di lucro","Loans, private non-profit organizations","ausgaben","fs"
"547","","Darlehen, private Haushalte","Prêts, ménages privés","Mutui, economie domestiche private","Loans, households","ausgaben","fs"
"548","","Darlehen, Ausland","Prêts, étranger","Mutui, estero","Loans, abroad","ausgaben","fs"
"549","","Studiendarlehen","Prêts d'études","Prestiti di studio","Study loans","ausgaben","fs"
"55","","Beteiligungen und Grundkapitalien","Participations et capital social","Partecipazioni e capitali sociali","Financial interests and share capital","ausgaben","fs"
"550","","Beteiligungen und Grundkapitalien, Bund","Participations/capital social, Confédération","Partecipazioni e capitali sociali, Confederazione","Financial interests/share capital, Confederation","ausgaben","fs"
"551","","Beteiligungen und Grundkapitalien, Kantone und Konkordate","Participations/capital social, cantons et concordats","Partecipazioni e capitali sociali, Cantoni e Concordati","Financial interests/share capital, cantons and concordats","ausgaben","fs"
"552","","Beteiligungen und Grundkapitalien, Gemeinden und Gemeindezweckverbände","Participations/capital social, communes et syndicats intercommunaux","Partecipazioni e capitali sociali, Comuni e consorzi comunali","Financial interests/share capital, municipalities and special purpose entities","ausgaben","fs"
"553","","Beteiligungen und Grundkapitalien, öffentliche Sozialversicherungen","Participations/capital social, assurances sociales publiques","Partecipazioni e capitali sociali, assicurazioni sociali pubbliche","Financial interests/share capital, social security funds","ausgaben","fs"
"554","","Beteiligungen und Grundkapitalien, öffentliche Unternehmen","Participations/capital social, entreprises publiques","Partecipazioni e capitali sociali, imprese pubbliche","Financial interests/share capital, public corporations","ausgaben","fs"
"555","","Beteiligungen und Grundkapitalien, private Unternehmen","Participations/capital social, entreprises privées","Partecipazioni e capitali sociali, imprese private","Financial interests/share capital, private corporations","ausgaben","fs"
"556","","Beteiligungen und Grundkapitalien, private Organisationen ohne Erwerbszweck","Participations/capital social, organisations privées à but non lucratif","Partecipazioni e capitali sociali, organizzazioni private senza scopo di lucro","Financial interests/share capital, private non-profit organizations","ausgaben","fs"
"557","","Beteiligungen und Grundkapitalien, private Haushalte","Participations/capital social, ménages privés","Partecipazioni e capitali sociali, economie domestiche","Financial interests/share capital, households","ausgaben","fs"
"558","","Beteiligungen und Grundkapitalien, Ausland","Participations/capital social, étranger","Partecipazioni e capitali sociali, estero","Financial interests/share capital, abroad","ausgaben","fs"
"57","","Investitionsbeiträge","Contributions à des investissements","Contributi agli investimenti","Investment contributions","ausgaben","fs"
"570","","Investitionsbeiträge, Bund","Contributions à des investissements, Confédération","Contributi agli investimenti, Confederazione","Investment contributions, Confederation","ausgaben","fs"
"571","","Investitionsbeiträge, Kantone und Konkordate","Contributions à des investissements, cantons et concordats","Contributi agli investimenti, Cantoni e Concordati","Investment contributions, cantons and concordats","ausgaben","fs"
"572","","Investitionsbeiträge, Gemeinden und Gemeindezweckverbände","Contributions à des investissements, communes et syndicats intercommunaux","Contributi agli investimenti, Comuni e consorzi comunali","Investment contributions, municipalities and special purpose entities","ausgaben","fs"
"573","","Investitionsbeiträge, öffentliche Sozialversicherungen","Contributions à des investissements, assurances sociales publiques","Contributi agli investimenti, assicurazioni sociali pubbliche","Investment contributions, social security funds","ausgaben","fs"
"574","","Investitionsbeiträge, öffentliche Unternehmen","Contributions à des investissements, entreprises publiques","Contributi agli investimenti, imprese pubbliche","Investment contributions, public corporations","ausgaben","fs"
"575","","Investitionsbeiträge, private Unternehmen","Contributions à des investissements, entreprises privées","Contributi agli investimenti, imprese private","Investment contributions, private corporations","ausgaben","fs"
"576","","Investitionsbeiträge, private Organisationen ohne Erwerbszweck","Contributions à des investissements, organisations privées à but non lucratif","Contributi agli investimenti, organizzazioni private senza scopo di lucro","Investment contributions, private non-profit organizations","ausgaben","fs"
"577","","Investitionsbeiträge, private Haushalte","Contributions à des investissements, ménages privés","Contributi agli investimenti, economie domestiche private","Investment contributions, households","ausgaben","fs"
"578","","Investitionsbeiträge, Ausland","Contributions à des investissements, étranger","Contributi agli investimenti, estero","Investment contributions, abroad","ausgaben","fs"
"58","","Ausserordentliche Investitionsausgaben","Dépenses d'investissement extraordinaires","Uscite straordinarie per investimenti","Extraordinary investment expenditure","ausgaben","fs"
